2025-06-10 21:11:13.833 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:520] Initializing com.liferay.site.initializer.welcome for group 43551
2025-06-10 21:11:14.360 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateJournalArticles took 0 ms
2025-06-10 21:11:14.360 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateObjectEntries took 0 ms
2025-06-10 21:11:14.360 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addCPDefinitions took 0 ms
2025-06-10 21:11:14.361 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addLayoutPageTemplates took 0 ms
2025-06-10 21:11:14.672 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addLayoutUtilityPageEntries took 311 ms
2025-06-10 21:11:14.700 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateLayoutsContent took 28 ms
2025-06-10 21:11:14.700 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addExpandoValues took 0 ms
2025-06-10 21:11:14.700 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addSegmentsExperiences took 0 ms
2025-06-10 21:11:14.701 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateResourcePermissions took 1 ms
2025-06-10 21:11:14.701 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:538] Initialized com.liferay.site.initializer.welcome for group 43551 in 868 ms
2025-06-10 21:13:43.659 INFO  [http-nio-8080-exec-2][FileSystemKeyStoreManagerImpl:57] Creating a new SAML keystore at /opt/liferay/data/keystore.jks
2025-06-10 21:42:48.230 WARN  [http-nio-8080-exec-9][extend_session_jsp:598] Unable to extend the HTTP session
