2025-05-30 21:09:31.187 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:520] Initializing com.liferay.site.initializer.welcome for group 32748
2025-05-30 21:09:31.640 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateObjectFields took 0 ms
2025-05-30 21:09:31.640 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking publishObjectDefinitions took 0 ms
2025-05-30 21:09:31.641 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateAccountEntryRestrictions took 0 ms
2025-05-30 21:09:31.641 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addAssetListEntries took 0 ms
2025-05-30 21:09:31.641 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateNotificationTemplates took 0 ms
2025-05-30 21:09:31.670 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateDDMTemplates took 28 ms
2025-05-30 21:09:31.670 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateJournalArticles took 0 ms
2025-05-30 21:09:31.671 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateObjectActions took 0 ms
2025-05-30 21:09:31.671 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateObjectEntries took 0 ms
2025-05-30 21:09:31.672 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addCPDefinitions took 1 ms
2025-05-30 21:09:32.017 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addLayoutUtilityPageEntries took 344 ms
2025-05-30 21:09:32.017 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addLayoutPageTemplates took 0 ms
2025-05-30 21:09:32.063 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateLayoutsContent took 46 ms
2025-05-30 21:09:32.064 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addExpandoValues took 0 ms
2025-05-30 21:09:32.064 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addSegmentsExperiences took 0 ms
2025-05-30 21:09:32.064 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateResourcePermissions took 0 ms
2025-05-30 21:09:32.064 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:538] Initialized com.liferay.site.initializer.welcome for group 32748 in 878 ms
2025-05-30 21:10:48.943 INFO  [http-nio-8080-exec-3][FileSystemKeyStoreManagerImpl:57] Creating a new SAML keystore at /opt/liferay/data/keystore.jks
2025-05-30 21:13:52.624 INFO  [http-nio-8080-exec-7][SamlAdminPortlet:68] Metadata XML is null for sp
