2025-05-30 17:33:42.430 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:520] Initializing com.liferay.site.initializer.welcome for group 32837
2025-05-30 17:33:43.127 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateSXPBlueprint took 0 ms
2025-05-30 17:33:43.128 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addAccountGroupAssignments took 0 ms
2025-05-30 17:33:43.128 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateAssetLinkEntries took 0 ms
2025-05-30 17:33:43.128 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addPortletSettings took 0 ms
2025-05-30 17:33:43.128 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addFragmentEntries took 0 ms
2025-05-30 17:33:43.128 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addAccountsOrganizations took 0 ms
2025-05-30 17:33:43.132 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking updateLayoutSets took 4 ms
2025-05-30 17:33:43.132 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addUserAccounts took 0 ms
2025-05-30 17:33:43.133 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateClientExtensionEntries took 1 ms
2025-05-30 17:33:43.133 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateSegmentsEntries took 0 ms
2025-05-30 17:33:43.134 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addUserRoles took 0 ms
2025-05-30 17:33:43.136 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addObjectDefinitions took 2 ms
2025-05-30 17:33:43.136 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addRolesAssignments took 0 ms
2025-05-30 17:33:43.136 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateObjectRelationships took 0 ms
2025-05-30 17:33:43.137 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateObjectFields took 1 ms
2025-05-30 17:33:43.137 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking publishObjectDefinitions took 0 ms
2025-05-30 17:33:43.137 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addAssetListEntries took 0 ms
2025-05-30 17:33:43.137 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateAccountEntryRestrictions took 0 ms
2025-05-30 17:33:43.137 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateObjectActions took 0 ms
2025-05-30 17:33:43.138 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateNotificationTemplates took 0 ms
2025-05-30 17:33:43.171 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateDDMTemplates took 33 ms
2025-05-30 17:33:43.172 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateObjectEntries took 0 ms
2025-05-30 17:33:43.172 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addCPDefinitions took 0 ms
2025-05-30 17:33:43.172 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateJournalArticles took 0 ms
2025-05-30 17:33:43.173 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addLayoutPageTemplates took 0 ms
2025-05-30 17:33:43.989 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addLayoutUtilityPageEntries took 816 ms
2025-05-30 17:33:44.063 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateLayoutsContent took 73 ms
2025-05-30 17:33:44.063 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addExpandoValues took 0 ms
2025-05-30 17:33:44.063 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addSegmentsExperiences took 0 ms
2025-05-30 17:33:44.063 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateResourcePermissions took 0 ms
2025-05-30 17:33:44.064 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:538] Initialized com.liferay.site.initializer.welcome for group 32837 in 1634 ms
2025-05-30 18:04:15.012 INFO  [http-nio-8080-exec-9][IPGeocoderImpl:137] Use temp file /opt/liferay/tomcat/temp/20250530180414980HSASFNLF
